"","...d2br1listofids.csv","...d2br2listofids.csv","...d2br3listofids.csv","...d25br1listofids.csv","...d25br2listofids.csv","...d25br3listofids.csv","...d37br1listofids.csv","...d37br2listofids.csv","...d37br3listofids.csv"
"contig00009_84",0.00141740145557549,0.00271323461051047,0.00226698228060658,0.000263663584168346,0.000461712246120102,0.000925166157977565,0.000268187420366430,0.00096291404967581,0.000690060123042512
"contig00009_85",0.00108327217222991,0.000517604713124271,0.00107700805138615,0.00080334998301293,0.0010220192947971,0.00108417909137996,0.000691420693132204,0.000890853869971452,0.00031102469488094
"contig00009_86",0.000247462520403470,0.000171640941139655,2.38095044175177e-05,0.000102459942034331,3.32262698704736e-05,1.89221330374468e-05,4.86350244187827e-05,7.2211988999413e-05,8.93860263008436e-05
"contig00009_87",0.000131638137384900,0.00031449400291095,0.000130876927763380,3.75470293910619e-05,8.52316910031833e-05,0.000219580575469359,3.81912465711689e-05,3.60852200494765e-05,1.25984686534052e-05
"contig00009_88",0.000236734601540975,8.0796833268179e-05,0.000168118329972472,9.64622868908583e-06,9.38439524634353e-06,2.67217439723944e-05,9.81173489145477e-06,2.78120232576453e-05,9.71003925481959e-06
"contig00009_9",0.000238692835445964,0.000244395518470481,0.000151017091399373,5.57035741200731e-05,0.000198702453338072,0.000222890290098375,0.000207750818593714,0.000196294561646292,0.000130834801226912
"contig00009_91",9.02335171662224e-05,0.000133451230653670,9.96797039605403e-06,4.28953770338958e-05,5.84234584750671e-05,3.96092372692758e-05,7.85364463112107e-05,2.47352050664525e-05,2.59074800074362e-05
"contig00009_92",0.000331533086747157,0.000179710858806257,0.000174502570351174,1.66875686182497e-05,4.87038234303905e-05,4.62274895724966e-05,5.09216620948919e-05,0.000112265129042816,5.03938746136207e-05
"contig00011_19",1.02939003745678e-05,1.05398350747545e-05,1.02343749500688e-05,0.0001145086835475,7.71234264120437e-05,4.06678360381651e-05,8.95949065812128e-06,8.46542652979554e-06,2.65998848183254e-05
"contig00014_1",1.88651480333916e-05,1.93158610145501e-05,1.87560585819629e-05,1.61426684184702e-05,4.71134945020512e-05,1.49060068417438e-05,0.000147776741834564,0.000139627708599607,0.000146245081021569
"contig00014_2",0.000149466409170031,0.000105948939146972,0.000125740243478582,9.83819343911739e-06,9.57114938059912e-06,9.08450665728166e-06,1.00069932972549e-05,9.45516545243332e-06,9.9032738668558e-06
"contig00014_7",1.7055207631664e-05,1.74626787769918e-05,1.69565843268668e-05,0.000131345327906741,0.000156175729007414,0.000552512320019618,1.48443221605035e-05,1.40257435862664e-05,4.40713958798085e-05
"contig00015_3",1.13283364416200e-05,8.11928961763563e-05,1.12628292955414e-05,0.000339272994334269,0.000443228667639803,0.000456496459528404,0.000187336800991257,0.000251535210344881,0.000165879837269835
"contig00016_10",0.00113749202550248,0.00175437360710033,0.00133132957878512,0.00134295937730606,0.00104280803251425,0.000876018127942357,0.000764459469268797,0.000580211367856796,0.000682122695315208
"contig00016_16",4.59135225315988e-05,1.56701521475654e-05,4.5648023370009e-05,0.000379780328189505,0.000242067678705351,0.000278130293222604,0.000199808508551148,0.000138446164339934,0.000145007539865021
"contig00016_6",1.38382073897633e-05,1.41688202052837e-05,1.37581866843740e-05,5.92058946485807e-05,5.75988330988151e-05,5.46702346740603e-05,1.20443452260373e-05,1.13801691972401e-05,1.19195092648983e-05
"contig00016_7",7.83383265793381e-05,8.02099313316062e-05,5.56323771498899e-05,0.00027770861770758,0.000177008326801492,0.000114953103610058,0.000321435285911339,0.000156456660295228,0.000183150619358462
"contig00016_8",0.000172461241350035,2.52259378921363e-05,0.000161666027329606,0.00088965377813733,0.000520943987715467,0.000455523119529409,0.000707637383163023,0.000417378017828842,0.000674837376355745
"contig00016_9",0.000417260392266335,0.000471047675435845,0.00043612177883291,0.00295706033633249,0.00141613131043781,0.000904539280917393,0.00183447645181204,0.00161013588350396,0.00179703157042321
"contig00017_4",2.3702365477851e-05,7.28059376702272e-05,2.35653043722098e-05,0.000507045354169896,0.000374894558815467,0.000318377017927502,0.000185668214099836,1.9492187240401e-05,0.000306239699575079
"contig00018_9",3.81980270097599e-05,3.9110627674089e-05,3.79771434097596e-05,0.00232067534825858,0.00136732965448790,0.00214289247117466,0.000365710118681496,0.000910977841689815,0.000756741075809494
"contig00019_11",0.000190814914741415,0.000151957346972263,6.32371699896455e-05,1.81419897363541e-05,1.76495506926644e-05,1.67521636524185e-05,1.84532628692498e-05,1.74356720728358e-05,1.82620004333763e-05
"contig00019_17",0.00106051851016481,0.00234998617308867,0.00149502487498352,0.000446963952614148,0.000540245493462448,0.00071288488200326,0.000978149324281673,0.00100231229936514,0.000777135675976486
"contig00019_19",0.000430272670611440,0.000497397922521822,0.000427784579369394,0.00138957834899534,0.00109766424878403,0.000734781088009683,0.000736911380286138,0.0008104184154455,0.000801005340330012
"contig00019_3",0.000861999881277086,0.00101708472429189,0.00085701528778152,0.000906197220898312,0.000293866586488519,0.00021405873057815,0.000235795334069952,0.00019578742245909,0.000120211320792349
"contig00019_4",5.44675570324354e-05,2.39009391341655e-05,2.32082543059642e-05,0.000139821597665032,0.000187845891378829,4.3036703255203e-05,6.0951686446916e-05,1.91968510700919e-05,2.01066469417981e-05
"contig00019_8",0.000157404253715141,7.32567484297951e-05,0.000128040585675629,1.22444388932668e-05,1.19120806532534e-05,1.13064138582886e-05,3.73635724968711e-05,1.17677291389418e-05,3.69763104750096e-05
"contig00020_2",4.16392907043329e-05,4.26341076447276e-05,4.13985076809091e-05,3.56302140768035e-05,0.000311967733864934,0.000296105811585992,0.000543623149391413,0.000582131537855219,0.000394525018371499
"contig00020_4",7.58942736975525e-06,7.7707486840144e-06,7.54554080883565e-06,0.000383156440047596,0.000410663601502553,0.000293836801535524,0.000852122591804668,0.000567962007522029,0.000607953689304222
"contig00021_1",0.00101199805545138,0.00153106604218272,0.000946077660825481,0.00246861493020363,0.00134540333155912,0.00106217476857589,0.00211657719014683,0.00204954615836569,0.00191249694734633
"contig00021_11",0.000302628416368991,0.000309858603775074,0.000191468098024205,2.35413914436023e-05,2.29023931607193e-05,0.000152165486509468,0.000167617137729019,0.000113124300948756,0.000165879837269835
"contig00021_12",0.000199132118130245,0.000182427576248528,0.000114620358000884,0.000134522236820585,0.000183219145285755,0.000157341183329518,0.000228050527522475,0.000301664802530015,0.000225686853428346
"contig00021_13",0.000609842111773875,0.000624412034880073,0.000797783741767519,8.23948700526081e-05,0.000240475128187553,0.000431135545110159,0.000419042844322548,0.000448726393763398,0.000469992872264532
"contig00021_14",0.000254753770687139,0.000707994748210477,0.000615110110187996,3.11413682088598e-05,9.08882374252169e-05,2.87556824899782e-05,9.50270387125147e-05,0.000149644744562134,0.000219431595758521
"contig00021_16",0.000455193155199639,0.000265300424389237,0.000257611622796203,5.99235418564423e-06,1.74891002318220e-05,5.5332904185261e-06,6.0951686446916e-06,5.75905532102757e-06,6.03199408253944e-06
"contig00021_17",3.85163439015079e-05,3.94365495713730e-05,0.000344642576443568,0.000230705636147303,0.000224443452975049,0.000213031681113255,0.000100570282637411,0.000158374021328258,9.95279023619008e-05
"contig00021_2",0.000787834307076298,0.00175927984126840,0.000842956951041628,0.00191969346590103,0.00100562326332977,0.000895207342711545,0.00153467639089556,0.00127727619798504,0.00107929608405438
"contig00021_20",0.000345642320924836,0.000386821112317468,0.000551428122309709,0.000584645338808072,0.000662456700954928,0.000552559192750902,0.000916501358295714,0.000746974514508237,0.000671596975937696
"contig00021_21",5.28828520386836e-05,0.000140780360025954,0.000199792797938300,0.000226255936071235,0.000325769510038973,0.000309205839863633,0.000266960017984891,0.000234842942381490,0.000136651582190253
"contig00021_25",9.13431080668172e-05,9.35254140032562e-05,9.0814908153773e-05,1.56322283103762e-05,1.52079132450626e-05,1.44346706570246e-05,1.59004399426737e-05,1.50236225765937e-05,1.57356367370594e-05
"contig00021_4",0.00567240701094934,0.00494749440077226,0.00429352704660337,0.0112057023271547,0.0119508851584117,0.0151427714453664,0.00400249407668082,0.0052023466399949,0.00480548861908976
"contig00021_6",0.000109303138098874,0.00011191453256741,0.000232866605705114,0.000227142614739622,3.89959667331167e-05,3.70132264482489e-05,6.79528936739266e-05,3.85234105933601e-05,4.0349149606176e-05
"contig00022_1",0.00115722268633616,0.000957829239964383,0.00086117585318233,0.00151201380726225,0.00117100931986982,0.00093626260365046,0.00126052108373127,0.00115681893839771,0.00128326830631536
"contig00022_10",0.00144325610481512,0.00113323418308543,0.00199831072420664,0.00979646592901355,0.00836595465112253,0.00732493169542128,0.0107660294899972,0.0129830289668177,0.0106849495179328
"contig00022_12",0.000410233248655114,0.00075606166042159,0.000951675753493088,0.000257423025963178,0.000705773157284179,0.00123173009198196,0.000880733836114609,0.00105707630803713,0.00171965369761391
"contig00022_16",1.29105063357010e-05,3.96568654907662e-05,3.85075504406221e-05,0.000607604628320909,0.000591112046941471,0.000622263330306874,0.000618029669838841,0.000562714399803196,0.000767310085248174
"contig00022_3",1.8414188319446e-05,1.88541272851186e-05,9.15385329199384e-05,4.72703636955202e-05,7.66454591832838e-05,0.000101847815671676,4.80814100258541e-05,7.5716663583231e-05,4.75830608901518e-05
"contig00022_5",1.56676653158676e-05,8.02099313316062e-05,7.78853280098459e-05,0.00025472583555247,0.000195640782254280,0.000136175215045761,0.000150003133425292,0.000141731327561560,0.000283401484691514
"contig00022_6",5.87288598244085e-06,6.01319688508865e-06,5.83892547977244e-06,2.51267710452680e-05,3.42226357776441e-05,1.3921111853471e-05,2.55578863119216e-05,1.44891099563337e-05,1.51757919738604e-05
"contig00022_7",2.53489649077566e-05,8.65152824234875e-06,8.40079406321921e-06,3.61513140998646e-05,9.14420962760713e-05,0.000100145475582100,5.14802178034281e-05,4.86413813220244e-05,5.09466410627646e-05
"contig00023_2",0.000266651611625824,0.000119009705807102,0.000142751363023963,0.000193067269472384,0.000210593603383182,0.000156667423980162,0.000386808779374659,0.000320496540202747,0.00041813497441982
"contig00023_4",0.00045773046375705,0.000285772098343283,0.000299689196907451,0.00157624968796294,0.00190521357597868,0.000890939949997464,0.00109801371381908,0.00100074019274088,0.000932773577691244
"contig00024_1",0.000419148448339939,0.000173984777520763,0.000551878635481531,0.000203563796600561,0.00023575992959564,0.000187969130394049,8.87384846800689e-05,8.38450701149602e-05,0.000107334012351069
"contig00024_100",9.4878970314565e-05,0.00018041354056112,0.000148233366212287,3.47943146263213e-05,0.000101549614249289,9.63863492259386e-05,3.53913018078867e-05,3.34396760575794e-05,5.83741362826398e-05
"contig00024_104",0.000579815929700119,0.00137391850119622,0.000938811319344487,0.000269333768774117,0.000372348585580727,0.000562848681282333,0.000418141676915402,0.000258847862816078,0.000299653899584217
"contig00024_107",9.2439225363619e-06,9.46477189712953e-06,9.19046870516182e-06,7.11891677254534e-05,6.92568369180153e-05,3.65197167622723e-05,4.02281130549646e-05,6.84175772138075e-05,3.98111609447603e-05
"contig00024_108",0.00197766611955819,0.0048461452261745,0.00240807954053519,0.00176832067266751,0.00283020727789966,0.00247561541513480,0.000754277119780586,0.00049339598952265,0.00078473923016114
"contig00024_11",0.000665465627617676,0.000755695138383379,0.000757852785896852,0.000362364873529795,0.000473396063866596,0.000506687169738333,0.000537076902042721,0.000487559814350868,0.000468979644637229
"contig00024_116",0.000174713312542922,8.13124733430372e-05,7.89559167110122e-05,1.35909064004302e-05,1.32220001752606e-05,3.76491925384250e-05,4.14722814999635e-05,1.30617749549079e-05,1.36808113212235e-05
"contig00024_117",0.000533303223251648,0.000442036050140665,0.00053021934837472,2.17305151787098e-05,0.000105703353049474,0.000260855119730516,0.000154723511749864,0.000104422431645005,0.000284365435319717
"contig00024_12",1.04806377963287e-05,3.21931016909168e-05,1.04200325455349e-05,2.69044473641169e-05,0.000113421375653086,7.4530034208719e-05,6.3854147706293e-05,6.03329605060031e-05,8.12472672342047e-05
"contig00024_122",0.000146264597094334,2.99518098010428e-05,0.000203586332076369,7.50940587821239e-05,2.43519117151952e-05,0.000161796213503738,0.000178225817332122,0.000168397693564224,0.000176378561147672
"contig00024_124",0.000121175014521598,8.86214597109507e-05,0.000154895539974637,1.48125609083340e-05,1.44104945730369e-05,1.36777965401769e-05,1.50667090093500e-05,1.42358670856861e-05,1.49105471703222e-05
"contig00024_125",8.88838705419413e-06,9.1007422087784e-06,2.6510967418736e-05,3.80284015627422e-05,5.17946429942422e-05,7.72532469971145e-05,3.86808779374659e-05,5.11669915060526e-05,3.82799624468849e-05
"contig00024_126",2.00374043418249e-05,4.78709561271002e-05,4.64835844914254e-05,5.71525110191502e-06,7.22815414205361e-05,3.69419100196396e-05,4.06931779457734e-05,5.49274062410144e-06,5.75305793999427e-06
"contig00024_128",0.000115549031704524,9.20186156665371e-05,0.000140409938551083,0.00071408887378927,0.00131459736742529,0.00134920064705062,0.000391106654701044,0.000263956702213764,0.000143762525633857
"contig00024_13",1.37150185999435e-05,1.40426882746729e-05,6.8178551225236e-05,8.21503748892473e-05,5.70860838427425e-05,5.41835560271102e-05,8.35598787491845e-05,7.89520343713572e-05,3.54402026214484e-05
"contig00024_134",1.14974160900024e-05,1.17721043496636e-05,1.14309312253256e-05,0.000265631222856170,0.000507270917171753,0.000372464772948548,1.00069932972549e-05,9.45516545243332e-06,9.9032738668558e-06
"contig00024_17",8.16600930774019e-05,5.0166635497153e-05,0.000146138194958403,0.000153726117978011,6.79788348233365e-05,9.03314548890127e-05,0.000184793452195950,0.000147741136504099,0.00012660793233316
